Iteration, Death_0, Death_1, Death_2, Death_3, Death_4, Death_5, Death_6, Death_7, Death_8, Death_9, Death_10, Death_11, Death_12, Death_13, Death_14, Death_15, Death_16, Death_17, Death_18, Death_19, Death_20, Death_21, Death_22, Death_23, Death_24, Death_25, Death_26, Death_27, Death_28, Death_29, Death_30, Death_31, Death_32, Death_33, Death_34, Death_35, Death_36, Death_37, Death_38, Death_39, Death_40, Death_41, Death_42, Death_43, Death_44, Death_45, Death_46, Death_47, Death_48, Death_49
10, 0, 2, 2, 1, 1, 0, 0, 2, 2, 2, 2, 1, 2, 3, 1, 3, 2, 1, 1, 2, 3, 1, 0, 1, 2, 1, 3, 1, 2, 2, 2, 3, 0, 1, 2, 4, 2, 1, 4, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2
11, 0, 2, 2, 1, 1, 0, 0, 2, 2, 2, 2, 1, 2, 3, 1, 3, 3, 1, 1, 2, 3, 1, 0, 1, 2, 1, 3, 1, 2, 2, 2, 3, 0, 1, 2, 4, 2, 1, 4, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2
12, 0, 2, 2, 2, 1, 0, 0, 2, 3, 2, 2, 1, 2, 3, 1, 3, 3, 1, 1, 2, 3, 1, 0, 1, 2, 1, 3, 1, 2, 2, 2, 3, 0, 1, 2, 4, 2, 1, 4, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2
13, 0, 3, 2, 2, 1, 0, 0, 3, 3, 3, 2, 1, 2, 4, 1, 3, 3, 1, 1, 2, 3, 3, 1, 1, 2, 1, 4, 1, 2, 2, 2, 3, 0, 1, 2, 4, 2, 1, 4, 2, 2, 3, 1, 2, 1, 1, 1, 1, 1, 2
14, 0, 3, 2, 2, 1, 0, 0, 4, 3, 3, 2, 2, 2, 4, 1, 3, 3, 1, 1, 2, 3, 3, 1, 1, 3, 1, 5, 1, 2, 2, 2, 3, 0, 1, 2, 4, 2, 1, 4, 2, 2, 3, 1, 2, 1, 1, 1, 1, 1, 3
15, 0, 3, 2, 2, 1, 1, 0, 4, 4, 3, 2, 2, 2, 4, 1, 4, 3, 1, 1, 2, 3, 3, 1, 1, 3, 1, 5, 1, 2, 2, 2, 3, 0, 1, 2, 4, 2, 1, 5, 2, 2, 3, 1, 2, 1, 1, 1, 2, 1, 3
16, 0, 3, 2, 2, 1, 1, 0, 4, 4, 3, 2, 3, 2, 4, 1, 5, 4, 1, 1, 2, 3, 3, 1, 1, 3, 1, 5, 1, 2, 2, 2, 3, 1, 1, 3, 4, 2, 1, 5, 2, 2, 4, 1, 2, 1, 1, 1, 3, 1, 3
17, 0, 3, 2, 2, 1, 1, 0, 4, 4, 3, 2, 3, 2, 4, 1, 5, 5, 1, 1, 2, 3, 3, 1, 1, 3, 1, 5, 1, 2, 2, 2, 3, 1, 1, 3, 4, 2, 2, 5, 2, 2, 4, 1, 2, 1, 1, 1, 3, 1, 4
18, 1, 3, 2, 2, 1, 2, 0, 4, 4, 4, 4, 3, 2, 4, 1, 5, 5, 1, 1, 2, 3, 3, 2, 1, 3, 1, 5, 1, 2, 3, 2, 3, 1, 1, 3, 4, 2, 2, 6, 2, 3, 5, 1, 2, 1, 1, 1, 4, 2, 4
19, 1, 3, 3, 2, 1, 2, 0, 4, 4, 4, 4, 3, 2, 4, 1, 5, 5, 1, 1, 2, 3, 3, 3, 1, 4, 1, 5, 1, 3, 3, 2, 3, 1, 1, 3, 4, 2, 2, 7, 2, 3, 5, 2, 2, 2, 1, 1, 4, 2, 4
20, 1, 4, 3, 2, 1, 4, 0, 4, 4, 4, 4, 3, 2, 4, 1, 5, 5, 1, 2, 2, 3, 3, 3, 1, 5, 1, 5, 2, 3, 4, 2, 3, 1, 1, 3, 4, 2, 2, 7, 2, 3, 5, 4, 2, 2, 1, 1, 4, 2, 4
21, 1, 4, 3, 2, 1, 4, 0, 4, 4, 4, 5, 3, 2, 4, 1, 6, 6, 1, 3, 2, 3, 3, 3, 1, 5, 1, 5, 2, 3, 4, 2, 3, 1, 1, 3, 4, 2, 2, 7, 2, 3, 5, 4, 2, 2, 1, 1, 4, 2, 4
22, 1, 4, 3, 2, 1, 5, 0, 4, 4, 4, 5, 3, 2, 4, 1, 6, 6, 1, 3, 2, 3, 3, 3, 1, 5, 2, 5, 4, 3, 4, 2, 3, 1, 1, 3, 4, 3, 2, 7, 2, 3, 5, 4, 2, 2, 1, 1, 4, 2, 4
23, 1, 4, 3, 2, 1, 5, 0, 4, 4, 4, 5, 3, 2, 4, 1, 6, 6, 1, 3, 2, 4, 4, 3, 1, 5, 2, 5, 5, 4, 4, 2, 3, 1, 1, 3, 4, 3, 2, 7, 2, 3, 5, 4, 2, 2, 1, 1, 4, 2, 4
24, 1, 4, 3, 2, 1, 5, 0, 4, 4, 4, 5, 3, 2, 4, 1, 6, 6, 1, 3, 2, 4, 4, 3, 1, 5, 2, 5, 5, 4, 4, 2, 3, 1, 1, 3, 4, 3, 2, 7, 2, 4, 5, 4, 2, 2, 2, 1, 4, 2, 4
25, 1, 4, 3, 2, 1, 5, 0, 4, 4, 4, 5, 3, 2, 4, 1, 6, 6, 1, 3, 2, 4, 5, 3, 1, 5, 2, 5, 5, 4, 4, 2, 3, 1, 1, 3, 4, 3, 2, 7, 2, 4, 6, 4, 2, 2, 3, 1, 4, 2, 4
26, 1, 4, 3, 2, 1, 5, 0, 4, 4, 4, 5, 3, 3, 4, 1, 6, 6, 1, 3, 3, 4, 5, 3, 1, 5, 2, 5, 5, 4, 4, 2, 3, 1, 1, 3, 4, 3, 2, 7, 3, 4, 6, 4, 2, 2, 3, 1, 4, 2, 4
27, 1, 4, 3, 2, 1, 5, 0, 4, 4, 4, 5, 3, 3, 4, 1, 6, 6, 1, 3, 3, 5, 5, 3, 1, 5, 2, 5, 5, 4, 4, 2, 3, 1, 1, 3, 4, 3, 2, 7, 3, 4, 6, 4, 2, 2, 3, 1, 6, 2, 4
28, 1, 4, 3, 2, 1, 5, 2, 4, 5, 4, 5, 3, 3, 4, 2, 6, 6, 1, 3, 3, 5, 5, 3, 1, 5, 2, 5, 5, 4, 4, 3, 3, 1, 1, 3, 4, 3, 2, 7, 3, 4, 6, 4, 2, 2, 4, 1, 6, 2, 4
29, 1, 4, 3, 2, 1, 5, 2, 4, 6, 4, 5, 3, 3, 4, 2, 6, 6, 1, 3, 3, 5, 5, 3, 1, 5, 2, 5, 5, 4, 4, 3, 3, 1, 2, 3, 5, 3, 2, 7, 3, 5, 6, 4, 2, 2, 4, 1, 6, 2, 4
30, 1, 4, 3, 2, 2, 5, 2, 4, 6, 4, 5, 4, 3, 4, 3, 6, 6, 1, 3, 3, 6, 5, 3, 2, 5, 2, 5, 5, 4, 5, 3, 3, 1, 2, 3, 5, 3, 2, 8, 3, 5, 6, 4, 2, 2, 4, 1, 7, 2, 4
31, 1, 4, 3, 2, 2, 5, 2, 4, 6, 4, 5, 4, 3, 4, 3, 6, 6, 1, 3, 3, 6, 5, 3, 2, 5, 2, 5, 5, 4, 5, 3, 3, 1, 2, 3, 5, 4, 2, 9, 3, 5, 6, 4, 2, 2, 4, 3, 7, 2, 4
32, 2, 4, 3, 2, 2, 5, 2, 4, 6, 4, 5, 4, 3, 4, 3, 7, 7, 2, 3, 3, 6, 5, 3, 3, 5, 2, 5, 8, 4, 5, 4, 3, 1, 2, 3, 5, 4, 2, 9, 3, 5, 6, 4, 2, 2, 4, 4, 7, 4, 4
33, 2, 4, 3, 2, 2, 5, 3, 4, 6, 4, 5, 4, 3, 4, 3, 7, 7, 2, 3, 3, 6, 5, 4, 3, 5, 2, 5, 9, 4, 5, 4, 4, 1, 3, 4, 5, 4, 2, 9, 3, 5, 6, 4, 2, 2, 4, 4, 7, 4, 4
34, 2, 4, 3, 2, 2, 5, 4, 4, 6, 4, 5, 4, 3, 4, 3, 7, 7, 2, 3, 3, 7, 6, 4, 3, 5, 2, 5, 9, 4, 5, 4, 4, 1, 3, 5, 5, 5, 2, 9, 4, 5, 6, 4, 2, 2, 4, 4, 7, 4, 4
35, 2, 4, 3, 2, 2, 5, 4, 4, 6, 5, 5, 4, 3, 4, 3, 7, 7, 2, 3, 3, 7, 6, 4, 3, 5, 2, 5, 9, 4, 5, 4, 4, 1, 3, 5, 5, 5, 2, 9, 4, 5, 6, 4, 3, 2, 4, 4, 7, 4, 4
36, 2, 4, 3, 2, 2, 5, 4, 4, 6, 5, 5, 4, 3, 4, 3, 7, 7, 2, 3, 3, 7, 6, 4, 3, 5, 2, 5, 9, 4, 5, 4, 4, 1, 4, 5, 5, 5, 2, 9, 4, 6, 6, 4, 3, 2, 4, 4, 7, 4, 4
37, 2, 4, 3, 2, 2, 5, 4, 4, 7, 5, 5, 4, 3, 4, 3, 7, 7, 2, 3, 3, 7, 6, 4, 3, 5, 2, 5, 9, 4, 5, 4, 4, 2, 4, 5, 5, 5, 2, 10, 5, 6, 6, 4, 3, 2, 4, 5, 7, 4, 4
38, 2, 4, 3, 2, 2, 7, 4, 5, 7, 5, 5, 4, 3, 4, 3, 7, 8, 2, 3, 3, 7, 6, 4, 3, 5, 3, 5, 9, 4, 5, 4, 4, 2, 5, 5, 5, 5, 2, 10, 5, 6, 6, 4, 3, 2, 5, 5, 8, 4, 4
39, 2, 4, 3, 2, 2, 7, 5, 5, 7, 5, 6, 4, 3, 4, 3, 7, 8, 3, 3, 3, 7, 6, 5, 3, 5, 3, 5, 9, 4, 5, 4, 4, 2, 6, 5, 5, 5, 2, 10, 5, 6, 6, 4, 3, 2, 5, 5, 8, 4, 4
40, 3, 4, 3, 2, 2, 7, 5, 5, 7, 5, 6, 4, 3, 4, 3, 7, 8, 4, 3, 3, 7, 6, 5, 3, 6, 3, 5, 9, 4, 5, 4, 4, 2, 7, 5, 5, 5, 2, 10, 5, 6, 6, 4, 3, 2, 5, 5, 8, 4, 4
41, 3, 4, 3, 2, 2, 7, 5, 5, 7, 5, 6, 4, 3, 4, 3, 7, 8, 4, 4, 4, 9, 7, 5, 3, 6, 5, 5, 9, 6, 5, 5, 4, 3, 7, 5, 5, 6, 2, 10, 5, 6, 6, 4, 3, 3, 5, 5, 8, 4, 4
42, 3, 4, 3, 2, 3, 7, 5, 6, 7, 5, 7, 4, 4, 4, 3, 8, 8, 5, 4, 5, 10, 7, 5, 4, 6, 6, 5, 9, 6, 5, 5, 4, 3, 7, 5, 5, 6, 2, 10, 5, 6, 6, 4, 3, 3, 5, 5, 8, 4, 5
43, 3, 4, 3, 3, 3, 7, 6, 6, 7, 5, 8, 4, 4, 4, 3, 8, 8, 5, 5, 7, 11, 7, 5, 4, 6, 6, 5, 9, 8, 5, 5, 4, 3, 7, 5, 5, 6, 2, 10, 6, 6, 6, 4, 3, 3, 5, 5, 8, 4, 5
44, 3, 4, 3, 3, 3, 7, 6, 7, 7, 5, 8, 4, 4, 4, 3, 9, 8, 6, 5, 7, 11, 7, 6, 4, 6, 6, 5, 9, 9, 5, 5, 4, 3, 7, 5, 5, 6, 2, 10, 6, 6, 6, 4, 3, 3, 5, 5, 8, 4, 6
45, 4, 4, 3, 3, 3, 7, 6, 7, 7, 5, 8, 4, 4, 4, 3, 9, 8, 7, 6, 7, 11, 7, 6, 4, 6, 6, 5, 9, 9, 6, 5, 4, 3, 7, 5, 5, 6, 2, 10, 6, 6, 6, 4, 3, 5, 5, 5, 8, 5, 6
46, 4, 4, 3, 3, 3, 7, 6, 7, 7, 5, 9, 4, 4, 5, 3, 9, 8, 7, 6, 7, 11, 7, 8, 4, 6, 6, 6, 9, 11, 6, 6, 4, 3, 7, 5, 5, 7, 2, 10, 6, 6, 6, 4, 3, 5, 5, 5, 8, 6, 6
47, 4, 4, 3, 3, 3, 7, 6, 7, 8, 5, 9, 4, 4, 5, 3, 9, 8, 7, 6, 7, 11, 7, 9, 4, 6, 6, 6, 9, 11, 7, 6, 4, 3, 8, 5, 5, 8, 2, 10, 6, 6, 6, 4, 4, 5, 5, 6, 8, 7, 6
48, 4, 4, 4, 3, 3, 7, 6, 7, 8, 5, 9, 4, 4, 5, 3, 9, 8, 7, 7, 7, 11, 7, 10, 4, 6, 6, 6, 9, 11, 8, 6, 4, 3, 8, 5, 5, 8, 2, 10, 6, 6, 6, 4, 5, 5, 5, 6, 8, 7, 7
49, 4, 4, 4, 3, 3, 7, 6, 7, 8, 6, 9, 4, 4, 5, 3, 10, 8, 7, 7, 7, 11, 7, 10, 4, 6, 6, 6, 9, 11, 8, 6, 4, 3, 8, 5, 5, 8, 2, 10, 6, 6, 6, 4, 5, 6, 5, 6, 8, 7, 7
50, 4, 4, 4, 3, 3, 7, 6, 7, 8, 7, 9, 4, 4, 6, 3, 10, 8, 7, 7, 7, 11, 7, 10, 4, 6, 7, 6, 9, 11, 8, 6, 4, 3, 8, 5, 5, 8, 2, 10, 6, 7, 6, 4, 5, 6, 5, 6, 8, 7, 7
51, 4, 4, 4, 3, 3, 7, 6, 7, 8, 7, 9, 4, 5, 6, 3, 10, 8, 7, 7, 7, 11, 7, 10, 4, 6, 8, 6, 9, 11, 8, 7, 4, 3, 8, 5, 5, 8, 2, 10, 6, 7, 6, 4, 5, 6, 5, 6, 8, 7, 7
52, 4, 4, 4, 3, 3, 7, 6, 7, 9, 7, 9, 4, 5, 6, 3, 10, 8, 7, 8, 7, 11, 8, 10, 4, 6, 8, 6, 9, 11, 8, 7, 4, 3, 10, 6, 5, 8, 2, 10, 6, 7, 6, 4, 5, 6, 5, 6, 8, 8, 8
53, 4, 4, 4, 3, 3, 7, 6, 7, 9, 7, 9, 4, 5, 6, 3, 10, 8, 7, 8, 8, 11, 8, 10, 5, 6, 8, 6, 9, 12, 8, 7, 4, 3, 10, 6, 5, 9, 2, 10, 6, 7, 6, 4, 5, 6, 5, 6, 8, 8, 8
54, 4, 4, 4, 3, 3, 7, 6, 7, 9, 7, 10, 4, 5, 6, 3, 10, 8, 7, 8, 8, 11, 8, 10, 5, 6, 8, 6, 9, 12, 8, 7, 4, 3, 11, 6, 5, 9, 2, 10, 6, 7, 6, 4, 5, 6, 6, 7, 8, 8, 8
55, 4, 4, 4, 3, 3, 7, 7, 7, 9, 7, 10, 4, 5, 6, 3, 10, 8, 7, 8, 8, 11, 8, 10, 5, 6, 8, 6, 9, 12, 8, 7, 4, 3, 11, 6, 5, 10, 2, 10, 6, 7, 6, 4, 5, 6, 7, 7, 8, 9, 8
56, 4, 4, 4, 3, 3, 8, 8, 7, 9, 7, 10, 4, 5, 6, 3, 10, 8, 7, 8, 8, 11, 8, 10, 5, 6, 8, 6, 9, 12, 9, 7, 4, 3, 11, 6, 5, 10, 2, 11, 7, 7, 6, 4, 5, 6, 8, 7, 8, 9, 8
57, 4, 4, 5, 3, 3, 8, 8, 7, 9, 7, 10, 4, 5, 6, 3, 10, 8, 7, 8, 9, 11, 8, 10, 5, 6, 8, 6, 9, 12, 9, 7, 4, 3, 11, 6, 5, 10, 2, 11, 7, 7, 6, 4, 6, 6, 9, 7, 8, 9, 8
58, 4, 4, 5, 3, 3, 8, 9, 7, 9, 7, 10, 4, 5, 6, 3, 10, 8, 7, 8, 9, 11, 8, 10, 5, 6, 8, 6, 9, 12, 9, 9, 4, 3, 11, 6, 5, 10, 2, 11, 7, 7, 6, 4, 6, 6, 9, 7, 8, 9, 8
59, 4, 4, 5, 3, 3, 8, 9, 7, 9, 7, 10, 4, 5, 6, 3, 11, 8, 7, 8, 9, 11, 9, 11, 5, 7, 8, 6, 9, 12, 9, 10, 4, 3, 11, 6, 6, 10, 2, 11, 8, 7, 6, 4, 6, 6, 11, 7, 8, 9, 8
60, 4, 4, 5, 3, 3, 8, 9, 7, 9, 7, 10, 4, 5, 6, 3, 11, 8, 8, 8, 9, 11, 9, 11, 5, 7, 8, 6, 10, 12, 9, 10, 4, 3, 11, 6, 6, 10, 2, 11, 8, 7, 6, 4, 6, 6, 11, 7, 8, 9, 8
61, 4, 4, 5, 4, 3, 8, 9, 7, 9, 7, 10, 4, 5, 6, 3, 11, 8, 8, 8, 10, 11, 9, 11, 5, 7, 8, 6, 10, 12, 9, 10, 4, 3, 11, 6, 6, 10, 2, 12, 8, 7, 6, 4, 6, 6, 11, 7, 8, 9, 8
62, 4, 4, 5, 4, 3, 8, 9, 7, 9, 8, 10, 4, 5, 6, 4, 11, 9, 8, 9, 10, 11, 10, 11, 5, 7, 8, 6, 11, 12, 9, 10, 4, 3, 11, 6, 6, 10, 3, 12, 8, 7, 6, 4, 6, 6, 11, 7, 8, 9, 8
63, 4, 4, 5, 4, 3, 8, 9, 7, 9, 8, 10, 4, 6, 6, 4, 11, 9, 8, 9, 10, 11, 10, 11, 5, 7, 8, 6, 11, 12, 9, 10, 4, 3, 11, 6, 6, 10, 3, 12, 8, 8, 7, 4, 6, 6, 11, 7, 8, 9, 8
64, 4, 4, 5, 4, 4, 8, 9, 7, 9, 8, 10, 4, 6, 6, 4, 11, 9, 8, 9, 10, 11, 10, 11, 5, 7, 8, 6, 11, 12, 9, 10, 4, 3, 11, 6, 6, 10, 3, 12, 8, 8, 7, 4, 6, 6, 12, 7, 8, 9, 8
65, 4, 4, 5, 4, 4, 8, 9, 7, 9, 8, 10, 4, 6, 6, 4, 11, 9, 9, 10, 10, 11, 10, 11, 5, 7, 8, 6, 11, 12, 9, 10, 4, 3, 11, 6, 6, 10, 3, 12, 9, 8, 7, 5, 6, 6, 12, 7, 9, 9, 9
66, 4, 4, 5, 4, 4, 8, 9, 7, 9, 8, 10, 4, 6, 6, 4, 11, 9, 9, 11, 10, 11, 10, 11, 5, 7, 8, 6, 11, 12, 9, 10, 4, 3, 11, 6, 6, 10, 4, 12, 9, 8, 7, 5, 6, 6, 12, 7, 10, 9, 9
67, 4, 4, 5, 4, 4, 8, 9, 7, 9, 8, 10, 4, 6, 6, 5, 11, 9, 9, 13, 10, 11, 10, 11, 5, 7, 9, 7, 11, 12, 9, 10, 4, 3, 11, 6, 6, 10, 4, 12, 9, 8, 7, 5, 6, 6, 12, 7, 10, 9, 9
68, 4, 5, 5, 5, 5, 8, 9, 7, 9, 9, 10, 4, 7, 6, 6, 11, 9, 9, 13, 10, 11, 10, 11, 5, 7, 9, 7, 11, 12, 9, 10, 4, 3, 11, 6, 6, 10, 4, 12, 9, 8, 7, 5, 6, 6, 12, 7, 10, 9, 9
69, 5, 5, 5, 5, 5, 8, 9, 7, 9, 9, 10, 4, 7, 6, 7, 11, 9, 9, 13, 10, 11, 10, 11, 5, 7, 9, 7, 11, 12, 10, 10, 4, 3, 11, 6, 6, 10, 4, 12, 9, 9, 7, 5, 7, 6, 12, 7, 10, 9, 9
70, 5, 5, 5, 5, 6, 8, 9, 7, 9, 9, 10, 4, 7, 6, 7, 11, 9, 9, 14, 10, 11, 10, 11, 5, 7, 9, 7, 11, 12, 10, 10, 4, 3, 11, 6, 6, 10, 4, 12, 9, 9, 7, 5, 7, 6, 12, 7, 10, 9, 9
71, 5, 5, 5, 5, 7, 8, 9, 8, 9, 9, 10, 4, 7, 6, 7, 11, 9, 9, 14, 10, 11, 10, 11, 5, 7, 9, 7, 11, 12, 10, 10, 4, 3, 11, 6, 6, 10, 4, 12, 9, 9, 8, 5, 7, 6, 12, 8, 11, 9, 9
72, 5, 6, 5, 5, 7, 8, 9, 8, 9, 9, 10, 4, 7, 6, 8, 11, 9, 9, 14, 10, 11, 10, 11, 5, 7, 9, 8, 11, 12, 10, 10, 4, 3, 11, 8, 6, 10, 4, 12, 10, 9, 8, 5, 7, 7, 12, 8, 11, 9, 9
73, 7, 6, 5, 5, 7, 8, 9, 8, 9, 10, 10, 4, 7, 6, 8, 11, 9, 9, 14, 10, 11, 10, 11, 6, 7, 9, 8, 11, 12, 10, 10, 4, 3, 11, 8, 6, 11, 4, 12, 10, 9, 8, 6, 7, 7, 12, 8, 12, 9, 9
74, 7, 7, 5, 6, 7, 8, 9, 9, 9, 10, 10, 4, 7, 6, 8, 11, 9, 9, 14, 10, 11, 10, 11, 8, 8, 10, 8, 11, 12, 12, 10, 4, 3, 11, 8, 6, 11, 4, 12, 10, 9, 8, 6, 7, 7, 12, 9, 12, 9, 9
75, 7, 7, 6, 6, 7, 8, 9, 9, 9, 10, 10, 4, 7, 6, 8, 12, 9, 9, 14, 10, 11, 10, 11, 8, 8, 10, 9, 11, 12, 13, 11, 5, 3, 11, 8, 6, 11, 4, 12, 10, 9, 8, 6, 7, 7, 12, 9, 12, 9, 9
76, 7, 7, 6, 6, 7, 8, 9, 9, 9, 10, 11, 4, 7, 6, 8, 12, 9, 9, 14, 10, 11, 10, 12, 9, 9, 10, 9, 11, 12, 14, 11, 5, 3, 11, 8, 6, 11, 4, 12, 10, 11, 9, 6, 7, 7, 12, 9, 12, 9, 9
77, 7, 7, 6, 6, 7, 8, 9, 9, 9, 10, 12, 4, 7, 6, 8, 12, 9, 9, 14, 10, 11, 10, 12, 9, 10, 10, 9, 11, 12, 14, 11, 5, 4, 11, 8, 6, 11, 4, 12, 10, 11, 9, 6, 7, 7, 12, 9, 12, 9, 9
78, 7, 7, 6, 6, 7, 8, 9, 9, 9, 10, 12, 4, 7, 6, 9, 12, 9, 9, 14, 11, 11, 10, 12, 9, 10, 10, 9, 11, 12, 14, 11, 5, 4, 11, 8, 6, 11, 4, 12, 10, 11, 9, 6, 8, 7, 12, 9, 12, 9, 9
79, 7, 7, 6, 6, 8, 8, 9, 10, 9, 10, 12, 4, 7, 6, 9, 12, 9, 9, 14, 11, 11, 10, 12, 10, 10, 10, 9, 12, 12, 15, 11, 5, 4, 11, 9, 6, 11, 4, 12, 10, 11, 9, 7, 9, 7, 12, 9, 13, 9, 9
80, 7, 7, 6, 6, 8, 8, 9, 10, 9, 10, 12, 4, 7, 7, 9, 13, 9, 9, 14, 11, 11, 10, 12, 10, 10, 10, 10, 12, 12, 15, 12, 5, 4, 11, 9, 6, 11, 4, 12, 10, 11, 9, 7, 9, 7, 12, 9, 13, 9, 9
81, 7, 8, 6, 6, 8, 9, 9, 10, 9, 10, 12, 4, 7, 7, 9, 13, 9, 9, 14, 11, 11, 10, 12, 10, 10, 10, 10, 12, 12, 15, 12, 5, 4, 11, 9, 6, 11, 5, 12, 10, 12, 9, 7, 9, 7, 12, 9, 13, 9, 10
82, 7, 8, 6, 6, 8, 9, 9, 10, 9, 10, 12, 4, 7, 7, 9, 13, 9, 9, 14, 11, 11, 10, 12, 11, 11, 10, 10, 13, 12, 15, 12, 5, 4, 11, 9, 6, 11, 5, 12, 10, 12, 10, 7, 9, 7, 12, 9, 13, 9, 10
83, 7, 8, 7, 7, 8, 9, 9, 10, 9, 10, 12, 4, 7, 7, 9, 13, 9, 9, 14, 11, 11, 10, 12, 12, 11, 10, 10, 13, 12, 16, 12, 6, 4, 11, 9, 6, 11, 5, 12, 10, 12, 10, 7, 9, 7, 12, 9, 13, 9, 10
84, 7, 8, 7, 7, 8, 9, 10, 10, 9, 10, 12, 4, 7, 7, 9, 13, 9, 9, 14, 11, 11, 10, 12, 13, 11, 10, 10, 13, 12, 16, 12, 6, 4, 11, 9, 6, 11, 5, 12, 10, 12, 10, 7, 9, 7, 13, 9, 13, 9, 10
85, 7, 8, 7, 7, 8, 9, 10, 10, 9, 10, 12, 4, 7, 7, 9, 13, 9, 9, 14, 11, 12, 10, 12, 13, 11, 10, 10, 13, 12, 16, 12, 6, 4, 11, 9, 6, 11, 5, 12, 10, 12, 10, 7, 9, 7, 13, 9, 13, 9, 10
86, 7, 8, 7, 7, 8, 9, 10, 11, 9, 10, 12, 4, 7, 7, 9, 13, 9, 9, 14, 11, 13, 10, 12, 13, 11, 10, 11, 13, 12, 16, 12, 6, 4, 11, 9, 6, 11, 5, 12, 10, 12, 10, 8, 9, 7, 13, 9, 13, 9, 10
87, 7, 8, 7, 7, 8, 9, 10, 11, 9, 10, 12, 4, 7, 7, 10, 13, 9, 10, 14, 11, 13, 11, 12, 13, 11, 10, 11, 13, 13, 17, 12, 8, 4, 11, 9, 6, 11, 5, 12, 10, 12, 11, 8, 9, 7, 13, 9, 13, 9, 11
